Name,观影人数,Priority,种类,Seriousness,状态,Brief Desc,Out,完成日期,评级,短评
如何最快速的刷题 - Edward Shi,,❗️❗️,实用,,Canceled,,Yes,,,
Deep Learning for Fashion & Beauty - Serena VC,,❗️❗️,实用,,Canceled,,Yes,,,
The science of preserving sight - Joshua Chu-Tan TED,,❗️❗️,实用,,Canceled,,Yes,,,
How to Grieve - Coping With Death - HealthyGamerGG,,❗️❗️,实用,,Canceled,,Yes,,,
CS50 and Quora: Prep and Practice for Tech Interview,,❗️❗️,实用,,Canceled,,Yes,,,
ex Goldman Sachs Trader Tells Truth - InstituteofTrading,,❗️❗️,实用,,Canceled,,Yes,,,
原罪的卡辛,,❗️,动画,Mild,Canceled,有点迷,Yes,,,
天国大魔境,,❗️,动画,Mild,Canceled,,Yes,,,
苍穹之法芙娜,,❗️,动画,Fun,Canceled,,Yes,,,
勇敢传说,,❗️,动画,Fun,Canceled,,Yes,,,
萤火虫之墓,,❗️,动画,,Canceled,,Yes,,,
月色真美,,❗️,动画,,Canceled,,Yes,,,
命运石之门0,,❗️,动画,,Canceled,,Yes,,,
叛逆的鲁鲁修 第一季,,❗️,动画,,Canceled,,Yes,,,
命运石之门,,❗️,动画,,Canceled,,Yes,,,
叛逆的鲁鲁修 第二季,,❗️,动画,,Canceled,,Yes,,,
让我听到爱的歌声,,❗️,动画,,Canceled,,Yes,,,
夏日幽灵,,❗️,动画,,Canceled,,Yes,,,
朋友游戏,,❗️,动画,,Canceled,,Yes,,,
鲁邦三世 part 6,,❗️,动画,,Canceled,,Yes,,,
城市猎人,,❗️,动画,,Canceled,,Yes,,,
天元突破,,❗️,动画,,Canceled,,Yes,,,
高达Reconguista in G,,❗️,动画,,Canceled,,Yes,,,
超时空要塞Macross,,❗️,动画,,Canceled,,Yes,,,
Cuphead,,❗️,动画,,Canceled,,Yes,,2 难以下咽,
机动警察Patlabor,,❗️,动画,,Canceled,,Yes,,,
1917,,❗️,电影,Serious,Canceled,,Yes,,,
七武士,,❗️,电影,Serious,Canceled,,Yes,,,
Batman Trilogy,,❗️,电影,Serious,Canceled,,Yes,,,
The Power of the Dog,,❗️,电影,Serious,Canceled,,Yes,,,
海边的曼彻斯特,,❗️,电影,Serious,Canceled,,Yes,,,
至暗时刻,,❗️,电影,Serious,Canceled,,Yes,,,
A Man Called Otto,,❗️,电影,Mild,Canceled,,Yes,,,
周星驰电影,,❗️,电影,Mild,Canceled,,Yes,,,
Gone Girl,,❗️,电影,Fun,Canceled,,Yes,,,
漂流家园,,❗️,电影,Fun,Canceled,,Yes,,,
Enchanto,,❗️,电影,Fun,Canceled,,Yes,,,
黑客帝国,,❗️,电影,Fun,Canceled,,Yes,,,
Judge Dredd特警判官,,❗️,电影,Fun,Canceled,,Yes,,,
阿凡达2:水之道,,❗️,电影,,Canceled,,Yes,,,
Ticket to Paradise,,❗️,电影,,Canceled,,Yes,,,
多伦多来的男人,,❗️,电影,,Canceled,,Yes,,,
Everything Everywhere All at Once,,❗️,电影,,Canceled,,Yes,,2 难以下咽,
Top Gun: Maverick,,❗️,电影,,Canceled,,Yes,,,
无垠太空,,❗️,电视剧,Fun,Canceled,,Yes,,,
悠长假期,,❗️,电视剧,,Canceled,,Yes,,,
NANA-世界上的另一个我,,❗️,漫画,,Canceled,,Yes,,2 难以下咽,少女漫画，文字量很多，看了几页看不下去了
白金终局,,❗️,漫画,,Canceled,,Yes,,,
一拳超人,,❗️,漫画,,Canceled,,Yes,,,
人生七年,,❗️,纪录,Serious,Canceled,,Yes,,,
算命 - 徐童,,❗️,纪录,Serious,Canceled,,Yes,,,
一百年很长吗,,❗️,纪录,Serious,Canceled,,Yes,,,
The secret step-by-step Guide for hacking- LiveOverflow,,❗️,纪录,,Canceled,,Yes,,,
The War in Ukraine Could change Everything - TED,,❗️,纪录,,Canceled,,Yes,,,
Human Sexual Behavior 1 - Stanford,,❗️,实用,,Canceled,,Yes,,,
Yohji Yamamoto 完全解剖 - 日文,,❗️,实用,,Canceled,,Yes,,,
How to Invest with Data Science - Derek Banas,,❗️,实用,,Canceled,,Yes,,,
